DATETIME,MEASURE:Units,MEASURE:Royalty Price,MEASURE:Customer Price,Vendor Identifier,Artist / Show,Title,Label/Studio/Network,Product Type Identifier,Order Id,Postal Code,Customer Identifier,Sale/Return,Customer Currency,Country Code,Royalty Currency,Asset/Content Flavor
9/29/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,6.40025E+13,323,6569050229,S,USD,CO,USD,HD
9/29/13,1,1.4,1.99,0122_20121024_MOBZ_BORBOLETINHA,"Vera Fuzaro,Isabela G. Carvalho",Galinha Pintadinha 2 Borboletinha,Bromelia filminhos,M,3.80025E+13,04726-160,1485951974,S,USD,BR,USD,SD
9/29/13,1,2.79,3.99,0212_20132108_SOFA_FOXFIRE,"Raven Adamson,Madeleine Bisson,Katie Coseni",Foxfire: Confissﾌｵes de uma Gangue de Garotas,Canal+ France,D,6.00029E+13,02402-100,1437652984,S,USD,BR,USD,SD
9/24/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,2.60025E+13,04720-040,5542097869,S,USD,BR,USD,HD
9/28/13,1,28,40,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.80007E+13,64850,2129879489,S,MXN,MX,MXN,SD
9/29/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,1.13001E+14,$,8552310299,S,USD,BR,USD,HD
9/28/13,1,1.39,1.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,6.30022E+13,74110-140,5055394424,S,USD,BR,USD,SD
9/29/13,1,3.49,4.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,3.90026E+13,1174,6855282519,S,USD,AR,USD,HD
9/24/13,1,3.49,4.99,0205_20130705_SOFA_HITMAN,"Luke Goss,Caroline Tillette",Entrevista com Hitman,Kirlian Pictures,D,7.50007E+13,65067-480,8616593159,S,USD,BR,USD,HD
9/25/13,1,3.49,4.99,0205_20130705_SOFA_HITMAN,"Luke Goss,Caroline Tillette",Entrevista com Hitman,Kirlian Pictures,D,9.50011E+13,$,8990465794,S,USD,BR,USD,HD
9/27/13,1,2.99,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.60008E+13,8000,2876660864,S,USD,AR,USD,HD
9/23/13,1,5,7.99,0190_20130705_SOFA_ELENA,"Petra Costa,Li An,Elena Andrade",Elena,Busca Vida Filmes,M,2.70025E+13,71680-070,6716959664,S,USD,BR,USD,HD
9/29/13,1,140,199,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,M,2.90023E+13,37138,2012907054,S,MXN,MX,MXN,HD
9/29/13,1,2.79,3.99,0190_20130705_SOFA_ELENA,"Petra Costa,Li An,Elena Andrade",Elena,Busca Vida Filmes,D,9.10008E+13,01411-011,7411690749,S,USD,BR,USD,SD
9/15/13,1,3.49,-4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,6.50018E+13,04551-060,5650653379,R,USD,BR,USD,HD
9/24/13,1,2.79,3.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,8.50019E+13,04512-001,2888395039,S,USD,BR,USD,SD
9/26/13,1,2.09,2.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,1.13001E+14,20530-003,5848705969,S,USD,BR,USD,HD
9/28/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.80024E+13,68040,459129874,S,MXN,MX,MXN,HD
9/28/13,1,140,199,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,M,6.7002E+13,44500,6696769279,S,MXN,MX,MXN,HD
9/28/13,1,2.39,3.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,6.50018E+13,2000,5836283129,S,USD,AR,USD,SD
9/29/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.00025E+13,51020-280,6760618544,S,USD,BR,USD,HD
9/29/13,1,1.4,1.99,0106_20121024_MOBZ_SAPONAOLAVAOPE,"Vinicius Honorio,Vera Fuzaro,Camila Castro",Galinha Pintadinha e Sua Turma o Sapo,Bromelia filminhos,M,6.30022E+13,04513-100,1459942589,S,USD,BR,USD,SD
9/25/13,1,5,7.99,0190_20130705_SOFA_ELENA,"Petra Costa,Li An,Elena Andrade",Elena,Busca Vida Filmes,M,2.70025E+13,70754-070,5652264859,S,USD,BR,USD,HD
9/27/13,1,5,7.99,0190_20130705_SOFA_ELENA,"Petra Costa,Li An,Elena Andrade",Elena,Busca Vida Filmes,M,6.10027E+13,71705-040,6743907044,S,USD,BR,USD,HD
9/27/13,1,1.4,1.99,0102_20121024_MOBZ_BARATINHA,"Vinicius Honorio,Vera Fuzaro,Camila Castro",Galinha Pintadinha e Sua Turma a Barata,Bromelia filminhos,M,8.30018E+13,78050-090,2190353934,S,USD,BR,USD,SD
9/29/13,1,3.49,4.99,0210_20130718_SOFA_UMAGARRAFANOMARDEGAZA,"Mahmud Shalaby,Hiam Abbass,Agathe Bonitzer",Uma Garrafa no Mar de Gaza,TS Productions,D,6.60023E+13,09210-580,5937046194,S,USD,BR,USD,HD
9/28/13,1,1.4,1.99,0107_20121024_MOBZ_PINTINHO,"Vinicius Honorio,Vera Fuzaro,Camila Castro",Galinha Pintadinha e Sua Turma Pintinho Amarelinho,Bromelia filminhos,M,6.30022E+13,05433-001,930656429,S,USD,BR,USD,SD
9/28/13,1,2.99,4.99,0206_20130705_SOFA_ORETORNODODRAGAO,Jet Li,O Retorno do Dragﾌ｣o - A Cidade Perdida,Beijing Liangzi Group,D,3.60023E+13,03351-100,5346600109,S,USD,BR,USD,HD
9/26/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.60023E+13,76800,6708414159,S,MXN,MX,MXN,HD
9/23/13,1,2.09,2.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,2.30024E+13,22441-000,5514909644,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,6.60023E+13,60175-375,5175891824,S,USD,BR,USD,HD
9/29/13,1,1.4,1.99,0101_20121024_MOBZ_GALINHA1,"Vinicius Honorio,Vera Fuzaro,Camila Castro",Galinha Pintadinha e Sua Turma Galinha Pintadinha,Bromelia filminhos,M,2.80025E+13,13024-430,5068604094,S,USD,BR,USD,SD
9/26/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,6.80012E+13,64048-320,6065854199,S,USD,BR,USD,HD
9/26/13,1,28,40,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.70009E+13,1060,7390895354,S,MXN,MX,MXN,SD
9/29/13,1,1.39,1.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,6.60023E+13,06543-001,967155669,S,USD,BR,USD,SD
9/28/13,1,9,12.99,0148_20121205_MOBZ_OSOMAOREDOR,"W.J. Solha,Maeve Jinkings,Lula Terra,Irma Brown,Irandhir Santos,Gustavo Jahn",Neighbouring Sounds,Cinemascﾌ_pio,M,7.30012E+13,52061-470,5931110459,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,2.70026E+13,13025-357,5588772379,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.20024E+13,49035-000,6944728409,S,USD,BR,USD,HD
9/28/13,1,2.79,3.99,0148_20121205_MOBZ_OSOMAOREDOR,"W.J. Solha,Maeve Jinkings,Lula Terra,Irma Brown,Irandhir Santos,Gustavo Jahn",Neighbouring Sounds,Cinemascﾌ_pio,D,7.20017E+13,04023-061,5259697644,S,USD,BR,USD,SD
9/27/13,1,2.09,2.99,0002_20120403_MOBZ_DZICROQUETTES,"Ron Lewis,Pedro Cardoso,Norma Bengell,Ney Matogrosso,Nelson Motta,Miguel Falabella,Marilia Pera,Luis Carlos Miﾌｩle,Liza Minnelli,Josﾌｩ Possi Neto,Jorge Fernando,Gilberto Gil,Elke Maravilha,Cﾌｩsar Camargo Mariano,Clﾌﾁudia Raia,Betty Faria,Aderbal Freire Filho",Dzi Croquettes,Tria Productions,D,3.10021E+13,05340-903,5406007569,S,USD,BR,USD,HD
9/25/13,1,5,7.99,0190_20130705_SOFA_ELENA,"Petra Costa,Li An,Elena Andrade",Elena,Busca Vida Filmes,M,9.30009E+13,69044-260,8380697354,S,USD,BR,USD,HD
9/27/13,1,1.39,1.99,0040_20120630_MOBZ_GAROTODEBICICLETA,"Thomas Doret,Jﾌｩrﾌｩmie Renier,Cﾌｩcile De France",O Garoto da Bicicleta,Les Films du Fleuve,D,8.00023E+13,13085-085,5504129064,S,USD,BR,USD,SD
9/27/13,1,3.49,4.99,0195_20130705_SOFA_HOJE,"Pedro Abhull,Lorena Lobato,Joﾌ｣o Baldasserini,Denise Fraga,Cﾌｩsar Troncoso,Claudia Assunﾌ､ﾌ｣o",Hoje,Tangerina Entretenimento,D,8.6002E+13,06474-220,7281774919,S,USD,BR,USD,HD
9/28/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.90005E+13,20100,1461298809,S,MXN,MX,MXN,HD
9/25/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,2.80024E+13,76230,2801595964,S,MXN,MX,MXN,HD
9/29/13,1,2.09,2.99,0044_20120702_MOBZ_AMOREDOR,"Vincent Rottiers,Tahar Rahim,Jalil Lespert,Corinne Yam",Amor e Dor,Why Not Productions,D,6.00029E+13,91900-050,5154538589,S,USD,BR,USD,HD
9/29/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,2.20028E+13,4330,2098765224,S,MXN,MX,MXN,HD
9/28/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.20024E+13,1210,1054152469,S,MXN,MX,MXN,HD
9/28/13,1,2.09,2.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,8.20021E+13,70390-055,2809805779,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0204_20130705_SOFA_DEPOISDEMAIO,"Lola Creton,Fﾌｩlix Armand,Clﾌｩment Mﾌｩtayer",Depois de Maio,MK2 Productions,D,7.50008E+13,24220-021,10006337954,S,USD,BR,USD,HD
9/27/13,1,2.09,2.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,6.60023E+13,22411-072,1442303834,S,USD,BR,USD,HD
9/29/13,1,2.79,3.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,8.40023E+13,05688-080,7139514919,S,USD,BR,USD,SD
9/29/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,6.40025E+13,323,6569050229,S,USD,CO,USD,HD
9/28/13,1,3.49,4.99,0008_20120426_MOBZ_ASEPARACAO,"Shahab Hosseini,Sarina Farhadi,Sareh Bayat,Peyman Moadi,Leila Hatami",A Separaﾌ､ﾌ｣o,Asghar Farhadi,D,3.60023E+13,$,5851354689,S,USD,PA,USD,HD
9/28/13,1,2.09,2.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,8.00023E+13,82530-120,2178852544,S,USD,BR,USD,HD
9/27/13,1,9,12.99,0148_20121205_MOBZ_OSOMAOREDOR,"W.J. Solha,Maeve Jinkings,Lula Terra,Irma Brown,Irandhir Santos,Gustavo Jahn",Neighbouring Sounds,Cinemascﾌ_pio,M,9.10007E+13,52061-160,7533769954,S,USD,BR,USD,HD
9/25/13,1,3.49,4.99,0205_20130705_SOFA_HITMAN,"Luke Goss,Caroline Tillette",Entrevista com Hitman,Kirlian Pictures,D,8.30018E+13,22620-350,3358253599,S,USD,BR,USD,HD
9/27/13,1,2.09,2.99,0003_20120403_MOBZ_MEDIANERAS,"Rafael Ferro,Pilar Lopez de Ayala,Javier Drolas,Ines Efron",Medianeras,Rizoma,D,6.40025E+13,01332-010,1427450829,S,USD,BR,USD,HD
9/28/13,1,1.4,1.99,0133_20121024_MOBZ_MAMAMA,"Vera Fuzaro,Isabela G. Carvalho",Galinha Pintadinha 3 Mamama Papapa,Bromelia filminhos,M,6.30022E+13,05433-001,930656429,S,USD,BR,USD,SD
9/25/13,1,2.79,3.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.70025E+13,04086 010,5368549384,S,USD,BR,USD,SD
9/24/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.00014E+13,76100,5927952434,S,MXN,MX,MXN,HD
9/24/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,2.80024E+13,01414-000,5272446879,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.20024E+13,12,9634659124,S,USD,PE,USD,HD
9/27/13,1,2.79,3.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,7.70006E+13,22290-160,8031997509,S,USD,BR,USD,SD
9/28/13,1,2.99,4.99,0206_20130705_SOFA_ORETORNODODRAGAO,Jet Li,O Retorno do Dragﾌ｣o - A Cidade Perdida,Beijing Liangzi Group,D,6.60023E+13,70673-044,5301963929,S,USD,BR,USD,HD
9/29/13,1,2.99,4.99,0206_20130705_SOFA_ORETORNODODRAGAO,Jet Li,O Retorno do Dragﾌ｣o - A Cidade Perdida,Beijing Liangzi Group,D,3.10021E+13,70832-090,1388596214,S,USD,BR,USD,HD
9/29/13,1,1.39,1.99,0099_20120827_MOBZ_AONDA,"Max Riemelt,Jﾌ_rgen Vogel,Jennifer Ulrich,Jacob Matschenz,Frederick Lau,Christiane Paul",A Onda,Constantin Film Verleih Gmbh,D,2.70026E+13,14801-300,5381348784,S,USD,BR,USD,SD
9/26/13,1,2.09,2.99,0027_20120510_MOBZ_ASEVIDENCIASDEUMCRIME,"Samuel L. Jackson,Eva Mendes,Ed Harris",Cleaner,Millennium Films,D,7.1001E+13,69037-057,6361828084,S,USD,BR,USD,HD
9/28/13,1,2.09,2.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,8.10018E+13,40295 130,6713545049,S,USD,BR,USD,HD
9/29/13,1,2.79,3.99,0210_20130718_SOFA_UMAGARRAFANOMARDEGAZA,"Mahmud Shalaby,Hiam Abbass,Agathe Bonitzer",Uma Garrafa no Mar de Gaza,TS Productions,D,3.60023E+13,90010-282,6698674174,S,USD,BR,USD,SD
9/29/13,1,9,12.99,0148_20121205_MOBZ_OSOMAOREDOR,"W.J. Solha,Maeve Jinkings,Lula Terra,Irma Brown,Irandhir Santos,Gustavo Jahn",Neighbouring Sounds,Cinemascﾌ_pio,M,1.12001E+14,04128-081,1372907564,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,8.6002E+13,34000 000,6794534484,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,8.80013E+13,02404-001,5021432654,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.80025E+13,51021-190,1430184829,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0210_20130718_SOFA_UMAGARRAFANOMARDEGAZA,"Mahmud Shalaby,Hiam Abbass,Agathe Bonitzer",Uma Garrafa no Mar de Gaza,TS Productions,D,7.40006E+13,20550-010,9885284519,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0190_20130705_SOFA_ELENA,"Petra Costa,Li An,Elena Andrade",Elena,Busca Vida Filmes,D,8.10019E+13,70742-040,2188708454,S,USD,BR,USD,HD
9/23/13,1,3.49,4.99,0205_20130705_SOFA_HITMAN,"Luke Goss,Caroline Tillette",Entrevista com Hitman,Kirlian Pictures,D,2.20028E+13,05654-010,5484673369,S,USD,BR,USD,HD
9/28/13,1,2.09,2.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.40022E+13,40000-000,2074507139,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.00012E+13,EC170135,6122388974,S,USD,EC,USD,HD
9/26/13,1,2.79,3.99,0212_20132108_SOFA_FOXFIRE,"Raven Adamson,Madeleine Bisson,Katie Coseni",Foxfire: Confissﾌｵes de uma Gangue de Garotas,Canal+ France,D,9.00014E+13,22470-070,3259138874,S,USD,BR,USD,SD
9/29/13,1,3.49,4.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,2.90023E+13,7590955,2064252239,S,USD,CL,USD,HD
9/28/13,1,2.79,3.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.70006E+13,555 0248,5658732564,S,USD,CL,USD,SD
9/23/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.00014E+13,52760,5940261269,S,MXN,MX,MXN,HD
9/28/13,1,3.49,4.99,0212_20132108_SOFA_FOXFIRE,"Raven Adamson,Madeleine Bisson,Katie Coseni",Foxfire: Confissﾌｵes de uma Gangue de Garotas,Canal+ France,D,6.10027E+13,$,5564900934,S,USD,BR,USD,HD
9/28/13,1,14,19.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,M,1.12001E+14,22730-230,9056852414,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0212_20132108_SOFA_FOXFIRE,"Raven Adamson,Madeleine Bisson,Katie Coseni",Foxfire: Confissﾌｵes de uma Gangue de Garotas,Canal+ France,D,3.10021E+13,38408-142,6919093699,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,8.90014E+13,$,3074047634,S,USD,CL,USD,HD
9/28/13,1,2.09,2.99,0027_20120510_MOBZ_ASEVIDENCIASDEUMCRIME,"Samuel L. Jackson,Eva Mendes,Ed Harris",Cleaner,Millennium Films,D,8.30018E+13,04276-000,2804944029,S,USD,BR,USD,HD
9/27/13,1,7,9.99,0153_20130110_MOBZ_AMOUR,"William Shimell,Jean-Louis Tritignant,Isabelle Huppert,Emmanuelle Riva,Alexandre Tharaud",Amor,Les Films du Losange,M,7.00012E+13,74884-613,9639115224,S,USD,BR,USD,HD
9/25/13,1,3.49,4.99,0197_20130705_SOFA_LOUCOSPORDINHEIRO,"Stephen Park,Michael Angarano,Lucy Walters,Juno Temple,Jack McBrayer,Debra Monk,Bobby Moynihan,Billy Magnussen,Ben Rappaport,Alia Shawkat,Alexis Bledel",Loucos por Dinheiro,Northern Light Films,D,7.00011E+13,78043-372,6662980329,S,USD,BR,USD,HD
9/25/13,1,2.09,2.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.30012E+13,04738-000,9676627459,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.60023E+13,49020-330,5872008984,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,8.10019E+13,04530-080,1114575564,S,USD,BR,USD,HD
9/29/13,1,1.39,1.99,0099_20120827_MOBZ_AONDA,"Max Riemelt,Jﾌ_rgen Vogel,Jennifer Ulrich,Jacob Matschenz,Frederick Lau,Christiane Paul",A Onda,Constantin Film Verleih Gmbh,D,3.60023E+13,84072-190,5093288989,S,USD,BR,USD,SD
9/28/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.50011E+13,413-0000,543867654,S,USD,CL,USD,HD
9/28/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,6.20028E+13,93030-190,6501449594,S,USD,BR,USD,HD
9/28/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.80025E+13,77533,6586493244,S,MXN,MX,MXN,HD
